User-ID,ISBN,Book-Rating,Book-Title,totalRatingCount,Location,Age
223154,014023313X,8,The Stone Diaries,21,usa,33.0
46398,014023313X,4,The Stone Diaries,21,usa,37.0
30487,014023313X,7,The Stone Diaries,21,usa,40.0
8253,014023313X,10,The Stone Diaries,21,usa,26.0
37712,014023313X,7,The Stone Diaries,21,usa,23.0
149934,014023313X,10,The Stone Diaries,21,usa,44.0
132083,014023313X,10,The Stone Diaries,21,usa,47.0
259626,014023313X,7,The Stone Diaries,21,usa,2.0
93629,014023313X,9,The Stone Diaries,21,usa,54.0
243236,014023313X,7,The Stone Diaries,21,usa,50.0
100906,014023313X,8,The Stone Diaries,21,usa,34.0
121606,014023313X,8,The Stone Diaries,21,malaysia,23.0
139070,014023313X,8,The Stone Diaries,21,usa,30.0
26713,014023313X,9,The Stone Diaries,21,usa,39.0
16999,014023313X,7,The Stone Diaries,21,usa,48.0
218640,014023313X,7,The Stone Diaries,21,usa,34.0
92405,076790382X,8,I'm a Stranger Here Myself: Notes on Returning to America After 20 Years Away,16,germany,26.0
74453,076790382X,7,I'm a Stranger Here Myself: Notes on Returning to America After 20 Years Away,16,usa,61.0
87555,076790382X,10,I'm a Stranger Here Myself: Notes on Returning to America After 20 Years Away,16,usa,31.0
156150,076790382X,7,I'm a Stranger Here Myself: Notes on Returning to America After 20 Years Away,16,usa,36.0
173415,076790382X,7,I'm a Stranger Here Myself: Notes on Returning to America After 20 Years Away,16,usa,31.0
171445,076790382X,7,I'm a Stranger Here Myself: Notes on Returning to America After 20 Years Away,16,usa,37.0
19664,076790382X,9,I'm a Stranger Here Myself: Notes on Returning to America After 20 Years Away,16,usa,19.0
150979,076790382X,9,I'm a Stranger Here Myself: Notes on Returning to America After 20 Years Away,16,usa,34.0
5903,076790382X,9,I'm a Stranger Here Myself: Notes on Returning to America After 20 Years Away,16,austria,25.0
127233,076790382X,10,I'm a Stranger Here Myself: Notes on Returning to America After 20 Years Away,16,usa,29.0
162052,076790382X,10,I'm a Stranger Here Myself: Notes on Returning to America After 20 Years Away,16,usa,51.0
126604,076790382X,6,I'm a Stranger Here Myself: Notes on Returning to America After 20 Years Away,16,usa,27.0
152645,076790382X,8,I'm a Stranger Here Myself: Notes on Returning to America After 20 Years Away,16,usa,28.0
54898,076790382X,10,I'm a Stranger Here Myself: Notes on Returning to America After 20 Years Away,16,usa,35.0
70649,076790382X,10,I'm a Stranger Here Myself: Notes on Returning to America After 20 Years Away,16,usa,31.0
274005,076790382X,7,I'm a Stranger Here Myself: Notes on Returning to America After 20 Years Away,16,usa,37.0
155147,034542705X,7,The Man Who Listens to Horses,5,usa,60.0
12538,034542705X,10,The Man Who Listens to Horses,5,usa,18.0
248850,034542705X,8,The Man Who Listens to Horses,5,usa,48.0
259078,034542705X,7,The Man Who Listens to Horses,5,usa,49.0
19760,034542705X,7,The Man Who Listens to Horses,5,usa,23.0
64436,038550120X,9,A Painted House,101,usa,36.0
53614,038550120X,8,A Painted House,101,portugal,30.0
22625,038550120X,10,A Painted House,101,usa,54.0
100846,038550120X,8,A Painted House,101,usa,39.0
53220,038550120X,8,A Painted House,101,usa,36.0
210485,038550120X,7,A Painted House,101,usa,35.0
33974,038550120X,8,A Painted House,101,usa,24.0
147224,038550120X,5,A Painted House,101,usa,41.0
215988,038550120X,10,A Painted House,101,usa,42.0
254053,038550120X,10,A Painted House,101,usa,27.0
115435,038550120X,8,A Painted House,101,usa,30.0
31315,038550120X,6,A Painted House,101,usa,34.0
60337,038550120X,8,A Painted House,101,usa,50.0
115003,038550120X,8,A Painted House,101,usa,43.0
125519,038550120X,9,A Painted House,101,usa,40.0
114368,038550120X,9,A Painted House,101,usa,33.0
259629,038550120X,8,A Painted House,101,usa,51.0
76151,038550120X,10,A Painted House,101,usa,49.0
76351,038550120X,10,A Painted House,101,usa,34.0
16877,038550120X,9,A Painted House,101,usa,37.0
252820,038550120X,7,A Painted House,101,canada,33.0
149069,038550120X,10,A Painted House,101,usa,30.0
21356,038550120X,7,A Painted House,101,usa,56.0
116904,038550120X,10,A Painted House,101,usa,38.0
203506,038550120X,1,A Painted House,101,usa,18.0
200422,038550120X,8,A Painted House,101,usa,29.0
136439,038550120X,5,A Painted House,101,usa,36.0
235146,038550120X,10,A Painted House,101,usa,39.0
265202,038550120X,8,A Painted House,101,usa,38.0
6543,067088796X,7,Me: by Jimmy (Big Boy) Valente,2,usa,34.0
134784,067088796X,9,Me: by Jimmy (Big Boy) Valente,2,usa,27.0
204864,1551667215,3,The Book Club,3,usa,47.0
43910,1551667215,7,The Book Club,3,usa,43.0
126196,1551667215,6,The Book Club,3,usa,36.0
53614,1573229571,9,About a Boy (Movie Tie-In),23,portugal,30.0
134434,1573229571,9,About a Boy (Movie Tie-In),23,spain,25.0
165308,1573229571,9,About a Boy (Movie Tie-In),23,usa,33.0
81865,1573229571,7,About a Boy (Movie Tie-In),23,canada,27.0
125774,1573229571,7,About a Boy (Movie Tie-In),23,iran,36.0
153718,1573229571,7,About a Boy (Movie Tie-In),23,usa,27.0
106225,1573229571,8,About a Boy (Movie Tie-In),23,usa,38.0
98723,1573229571,7,About a Boy (Movie Tie-In),23,usa,29.0
240219,1573229571,8,About a Boy (Movie Tie-In),23,usa,38.0
37712,1573229571,8,About a Boy (Movie Tie-In),23,usa,23.0
121170,1573229571,9,About a Boy (Movie Tie-In),23,usa,30.0
134311,1573229571,10,About a Boy (Movie Tie-In),23,usa,23.0
164323,1573229571,8,About a Boy (Movie Tie-In),23,canada,31.0
23699,1573229571,7,About a Boy (Movie Tie-In),23,usa,25.0
243236,1573229571,8,About a Boy (Movie Tie-In),23,usa,50.0
215986,1573229571,10,About a Boy (Movie Tie-In),23,usa,28.0
248477,1573229571,8,About a Boy (Movie Tie-In),23,usa,17.0
85757,1573229571,6,About a Boy (Movie Tie-In),23,usa,40.0
101606,1573229571,9,About a Boy (Movie Tie-In),23,canada,32.0
21937,1573229571,9,About a Boy (Movie Tie-In),23,usa,40.0
210168,1573229571,10,About a Boy (Movie Tie-In),23,usa,26.0
16121,1573229571,5,About a Boy (Movie Tie-In),23,usa,37.0
184279,1573229571,7,About a Boy (Movie Tie-In),23,usa,29.0
40943,067982412X,5,"Knight At Dawn (Magic Tree House 2, paper)",4,usa,40.0
112765,067982412X,10,"Knight At Dawn (Magic Tree House 2, paper)",4,usa,35.0
180348,067982412X,8,"Knight At Dawn (Magic Tree House 2, paper)",4,usa,40.0
212275,067982412X,8,"Knight At Dawn (Magic Tree House 2, paper)",4,usa,9.0
49900,055358619X,7,The Bride Hunt,3,usa,48.0
118275,055358619X,6,The Bride Hunt,3,poland,24.0
156483,055358619X,8,The Bride Hunt,3,usa,57.0
165308,038070952X,10,Ramona and Her Mother (Ramona Quimby (Paperback)),6,usa,33.0
60244,038070952X,9,Ramona and Her Mother (Ramona Quimby (Paperback)),6,usa,47.0
66878,038070952X,10,Ramona and Her Mother (Ramona Quimby (Paperback)),6,usa,42.0
138602,038070952X,9,Ramona and Her Mother (Ramona Quimby (Paperback)),6,usa,36.0
186039,038070952X,7,Ramona and Her Mother (Ramona Quimby (Paperback)),6,iran,24.0
243075,038070952X,7,Ramona and Her Mother (Ramona Quimby (Paperback)),6,canada,13.0
55492,1558745157,9,The Lost Boy: A Foster Child's Search for the Love of a Family,33,usa,43.0
78783,1558745157,10,The Lost Boy: A Foster Child's Search for the Love of a Family,33,usa,49.0
174304,1558745157,7,The Lost Boy: A Foster Child's Search for the Love of a Family,33,usa,26.0
112026,1558745157,9,The Lost Boy: A Foster Child's Search for the Love of a Family,33,usa,17.0
23872,1558745157,10,The Lost Boy: A Foster Child's Search for the Love of a Family,33,usa,22.0
40889,1558745157,9,The Lost Boy: A Foster Child's Search for the Love of a Family,33,usa,37.0
62891,1558745157,9,The Lost Boy: A Foster Child's Search for the Love of a Family,33,usa,27.0
114544,1558745157,7,The Lost Boy: A Foster Child's Search for the Love of a Family,33,usa,35.0
171445,1558745157,8,The Lost Boy: A Foster Child's Search for the Love of a Family,33,usa,37.0
43806,1558745157,10,The Lost Boy: A Foster Child's Search for the Love of a Family,33,usa,31.0
227025,1558745157,8,The Lost Boy: A Foster Child's Search for the Love of a Family,33,canada,33.0
87712,1558745157,10,The Lost Boy: A Foster Child's Search for the Love of a Family,33,canada,19.0
163307,1558745157,6,The Lost Boy: A Foster Child's Search for the Love of a Family,33,usa,24.0
7887,1558745157,10,The Lost Boy: A Foster Child's Search for the Love of a Family,33,usa,23.0
26538,1558745157,5,The Lost Boy: A Foster Child's Search for the Love of a Family,33,usa,32.0
46398,1558745157,5,The Lost Boy: A Foster Child's Search for the Love of a Family,33,usa,37.0
50547,1558745157,10,The Lost Boy: A Foster Child's Search for the Love of a Family,33,canada,32.0
87949,1558745157,10,The Lost Boy: A Foster Child's Search for the Love of a Family,33,usa,44.0
129690,1558745157,10,The Lost Boy: A Foster Child's Search for the Love of a Family,33,usa,34.0
135265,1558745157,6,The Lost Boy: A Foster Child's Search for the Love of a Family,33,usa,32.0
141493,1558745157,10,The Lost Boy: A Foster Child's Search for the Love of a Family,33,usa,44.0
152036,1558745157,10,The Lost Boy: A Foster Child's Search for the Love of a Family,33,usa,47.0
154992,1558745157,8,The Lost Boy: A Foster Child's Search for the Love of a Family,33,usa,40.0
160401,1558745157,9,The Lost Boy: A Foster Child's Search for the Love of a Family,33,usa,30.0
183061,1558745157,9,The Lost Boy: A Foster Child's Search for the Love of a Family,33,usa,30.0
240219,1558745157,8,The Lost Boy: A Foster Child's Search for the Love of a Family,33,usa,38.0
58612,1558745157,7,The Lost Boy: A Foster Child's Search for the Love of a Family,33,usa,54.0
44252,1558745157,10,The Lost Boy: A Foster Child's Search for the Love of a Family,33,usa,28.0
157247,1558745157,5,The Lost Boy: A Foster Child's Search for the Love of a Family,33,netherlands,48.0
66323,1558745157,4,The Lost Boy: A Foster Child's Search for the Love of a Family,33,usa,34.0
192211,1558745157,10,The Lost Boy: A Foster Child's Search for the Love of a Family,33,usa,45.0
21011,1558745157,7,The Lost Boy: A Foster Child's Search for the Love of a Family,33,usa,44.0
236269,1558745157,9,The Lost Boy: A Foster Child's Search for the Love of a Family,33,usa,21.0
20060,1551665204,7,Baby Farm,4,usa,48.0
51450,1551665204,10,Baby Farm,4,usa,54.0
264031,1551665204,10,Baby Farm,4,usa,34.0
8067,1551665204,10,Baby Farm,4,usa,26.0
134434,034536676X,7,The World According to Garp,16,spain,25.0
197364,034536676X,10,The World According to Garp,16,usa,30.0
98787,034536676X,8,The World According to Garp,16,australia,26.0
71853,034536676X,9,The World According to Garp,16,usa,23.0
114444,034536676X,7,The World According to Garp,16,usa,34.0
273344,034536676X,10,The World According to Garp,16,usa,37.0
8253,034536676X,10,The World According to Garp,16,usa,26.0
270713,034536676X,10,The World According to Garp,16,canada,27.0
239594,034536676X,8,The World According to Garp,16,belgium,28.0
259378,034536676X,7,The World According to Garp,16,australia,46.0
209160,034536676X,8,The World According to Garp,16,canada,32.0
196261,034536676X,8,The World According to Garp,16,france,24.0
36907,034536676X,10,The World According to Garp,16,canada,39.0
113030,034536676X,10,The World According to Garp,16,canada,25.0
206016,034536676X,8,The World According to Garp,16,canada,25.0
50204,034536676X,8,The World According to Garp,16,usa,36.0
166596,038531258X,8,Cold Sassy Tree,11,canada,57.0
100459,038531258X,10,Cold Sassy Tree,11,usa,38.0
175052,038531258X,8,Cold Sassy Tree,11,usa,57.0
210485,038531258X,8,Cold Sassy Tree,11,usa,35.0
240219,038531258X,10,Cold Sassy Tree,11,usa,38.0
149934,038531258X,5,Cold Sassy Tree,11,usa,44.0
264657,038531258X,5,Cold Sassy Tree,11,usa,23.0
142121,038531258X,9,Cold Sassy Tree,11,usa,33.0
134311,038531258X,9,Cold Sassy Tree,11,usa,23.0
174683,038531258X,10,Cold Sassy Tree,11,usa,40.0
244428,038531258X,9,Cold Sassy Tree,11,usa,27.0
12982,080213422X,9,The Painted Bird,4,spain,41.0
69078,080213422X,9,The Painted Bird,4,usa,42.0
257625,080213422X,8,The Painted Bird,4,usa,22.0
53229,080213422X,5,The Painted Bird,4,usa,35.0
197659,074322423X,9,Self Matters : Creating Your Life from the Inside Out,7,usa,49.0
16718,074322423X,8,Self Matters : Creating Your Life from the Inside Out,7,usa,29.0
78841,074322423X,5,Self Matters : Creating Your Life from the Inside Out,7,usa,42.0
111133,074322423X,10,Self Matters : Creating Your Life from the Inside Out,7,usa,50.0
128060,074322423X,10,Self Matters : Creating Your Life from the Inside Out,7,usa,36.0
61901,074322423X,9,Self Matters : Creating Your Life from the Inside Out,7,usa,63.0
64946,074322423X,3,Self Matters : Creating Your Life from the Inside Out,7,usa,34.0
264525,1558746692,10,"Taste Berries for Teens - Inspirational short stories and encouragement on life, love, friendship and tough issues",3,philippines,17.0
242309,1558746692,5,"Taste Berries for Teens - Inspirational short stories and encouragement on life, love, friendship and tough issues",3,usa,17.0
253119,1558746692,3,"Taste Berries for Teens - Inspirational short stories and encouragement on life, love, friendship and tough issues",3,usa,18.0
203240,1573223425,6,Blue Shoe,14,usa,32.0
60244,1573223425,7,Blue Shoe,14,usa,47.0
186848,1573223425,5,Blue Shoe,14,usa,31.0
221948,1573223425,10,Blue Shoe,14,usa,36.0
10819,1573223425,6,Blue Shoe,14,usa,27.0
21011,1573223425,7,Blue Shoe,14,usa,44.0
243491,1573223425,8,Blue Shoe,14,canada,43.0
11993,087123940X,9,A Daughter of Zion (The Zion Chronicles Book II),2,usa,37.0
93363,087123940X,7,A Daughter of Zion (The Zion Chronicles Book II),2,usa,30.0
11993,1556610343,9,"The Key to Zion (Zion Chronicles, Book 5)",2,usa,37.0
93363,1556610343,8,"The Key to Zion (Zion Chronicles, Book 5)",2,usa,30.0
16795,067151699X,8,The HIDDEN LIFE OF DOGS,6,usa,47.0
12538,067151699X,9,The HIDDEN LIFE OF DOGS,6,usa,18.0
165319,067151699X,7,The HIDDEN LIFE OF DOGS,6,usa,28.0
69971,067151699X,4,The HIDDEN LIFE OF DOGS,6,usa,43.0
88229,067151699X,10,The HIDDEN LIFE OF DOGS,6,usa,44.0
205487,067151699X,9,The HIDDEN LIFE OF DOGS,6,usa,36.0
93047,1401088945,3,Ground Zero and Beyond,7,usa,52.0
201017,1401088945,10,Ground Zero and Beyond,7,usa,36.0
265313,1401088945,4,Ground Zero and Beyond,7,usa,33.0
94923,1401088945,5,Ground Zero and Beyond,7,usa,40.0
32627,1401088945,3,Ground Zero and Beyond,7,usa,49.0
65837,1401088945,1,Ground Zero and Beyond,7,usa,46.0
68156,1401088945,2,Ground Zero and Beyond,7,usa,34.0
41757,044990668X,5,Cat-Dependent No More: Learning to Live Cat-Free in a Cat-Filled World,5,canada,58.0
35445,044990668X,7,Cat-Dependent No More: Learning to Live Cat-Free in a Cat-Filled World,5,usa,31.0
99630,044990668X,6,Cat-Dependent No More: Learning to Live Cat-Free in a Cat-Filled World,5,usa,24.0
105054,044990668X,3,Cat-Dependent No More: Learning to Live Cat-Free in a Cat-Filled World,5,canada,29.0
262407,044990668X,6,Cat-Dependent No More: Learning to Live Cat-Free in a Cat-Filled World,5,usa,29.0
265889,015100692X,9,The Crimson Petal and the White,24,canada,30.0
67547,015100692X,9,The Crimson Petal and the White,24,usa,42.0
60244,015100692X,8,The Crimson Petal and the White,24,usa,47.0
81368,015100692X,8,The Crimson Petal and the White,24,usa,28.0
95359,015100692X,9,The Crimson Petal and the White,24,usa,33.0
13273,015100692X,9,The Crimson Petal and the White,24,usa,38.0
114988,015100692X,7,The Crimson Petal and the White,24,usa,37.0
91113,015100692X,8,The Crimson Petal and the White,24,usa,26.0
76482,015100692X,5,The Crimson Petal and the White,24,usa,38.0
30273,015100692X,8,The Crimson Petal and the White,24,usa,25.0
97754,015100692X,8,The Crimson Petal and the White,24,usa,46.0
143497,015100692X,8,The Crimson Petal and the White,24,usa,36.0
69078,015100692X,7,The Crimson Petal and the White,24,usa,42.0
142121,015100692X,6,The Crimson Petal and the White,24,usa,33.0
242299,015100692X,6,The Crimson Petal and the White,24,usa,25.0
106131,015100692X,10,The Crimson Petal and the White,24,usa,32.0
39345,015100692X,3,The Crimson Petal and the White,24,usa,47.0
16634,015100692X,9,The Crimson Petal and the White,24,usa,42.0
42093,015100692X,9,The Crimson Petal and the White,24,usa,50.0
36907,015100692X,5,The Crimson Petal and the White,24,canada,39.0
246311,015100692X,8,The Crimson Petal and the White,24,usa,35.0
74833,015100692X,9,The Crimson Petal and the White,24,germany,35.0
89507,015100692X,10,The Crimson Petal and the White,24,usa,30.0
16795,087113795X,8,Peace Like a River,7,usa,47.0
273979,087113795X,10,Peace Like a River,7,usa,20.0
13273,087113795X,8,Peace Like a River,7,usa,38.0
101305,087113795X,9,Peace Like a River,7,usa,29.0
20336,087113795X,9,Peace Like a River,7,usa,32.0
220326,087113795X,10,Peace Like a River,7,usa,49.0
176348,087113795X,7,Peace Like a River,7,usa,33.0
271448,1551668912,7,Thursday'S At Eight,9,usa,27.0
161752,1551668912,10,Thursday'S At Eight,9,usa,58.0
133296,1551668912,6,Thursday'S At Eight,9,usa,23.0
56554,1551668912,9,Thursday'S At Eight,9,usa,39.0
132375,1551668912,10,Thursday'S At Eight,9,usa,58.0
148898,1551668912,5,Thursday'S At Eight,9,usa,24.0
28634,1551668912,7,Thursday'S At Eight,9,usa,28.0
156467,1551668912,10,Thursday'S At Eight,9,usa,38.0
171082,1551668912,9,Thursday'S At Eight,9,usa,36.0
268622,1573221252,8,The Courage to Be Rich: Creating a Life of Material and Spiritual Abundance,3,usa,36.0
14449,1573221252,9,The Courage to Be Rich: Creating a Life of Material and Spiritual Abundance,3,canada,72.0
229478,1573221252,3,The Courage to Be Rich: Creating a Life of Material and Spiritual Abundance,3,usa,30.0
141901,067978120X,7,Chasing Cezanne,2,newzealand,43.0
15418,067978120X,7,Chasing Cezanne,2,spain,23.0
139221,1573229350,8,Best Friends,8,usa,47.0
37712,1573229350,7,Best Friends,8,usa,23.0
174092,1573229350,7,Best Friends,8,unitedkingdom,34.0
16246,1573229350,7,Best Friends,8,japan,32.0
205843,1573229350,7,Best Friends,8,unitedkingdom,37.0
21011,1573229350,9,Best Friends,8,usa,44.0
151098,1576731278,8,Stories for the Heart: The Original Collection,2,usa,38.0
183532,1576731278,8,Stories for the Heart: The Original Collection,2,usa,35.0
223154,1551666111,6,Under the Knife,2,usa,33.0
224809,1551666111,7,Under the Knife,2,usa,61.0
242006,1551667916,9,Loving Jessie,2,dominicanrepublic,30.0
32329,1551667916,8,Loving Jessie,2,usa,30.0
124310,1573226106,8,Kitchen Table Wisdom: Stories That Heal,5,usa,53.0
109574,1573226106,7,Kitchen Table Wisdom: Stories That Heal,5,canada,50.0
190925,1551667363,7,The Snow Bride,4,usa,51.0
235935,1551667363,7,The Snow Bride,4,usa,43.0
216012,1551667363,7,The Snow Bride,4,usa,34.0
202381,1551667363,7,The Snow Bride,4,usa,53.0
221687,1558500510,10,365 Tv-Free Activities You Can Do With Your Child,4,usa,34.0
136829,1558500510,9,365 Tv-Free Activities You Can Do With Your Child,4,canada,33.0
64241,1558500510,8,365 Tv-Free Activities You Can Do With Your Child,4,usa,43.0
220314,1558500510,10,365 Tv-Free Activities You Can Do With Your Child,4,usa,39.0
97754,067003097X,4,Girl from the South,2,usa,46.0
26487,067003097X,10,Girl from the South,2,usa,44.0
23872,1556610793,7,"Munich Signature (The Zion Covenant, 3)",2,usa,22.0
93363,1556610793,8,"Munich Signature (The Zion Covenant, 3)",2,usa,30.0
172742,067972026X,10,A Wolverine Is Eating My Leg (Vintage Departures),2,usa,44.0
24433,067972026X,6,A Wolverine Is Eating My Leg (Vintage Departures),2,netherlands,37.0
236058,067178546X,6,Blue Gold : A Novel from the NUMA Files,2,usa,34.0
185176,067178546X,7,Blue Gold : A Novel from the NUMA Files,2,usa,37.0
184401,067976268X,8,Anything Considered,3,usa,55.0
177091,067976268X,9,Anything Considered,3,usa,36.0
156510,067976268X,7,Anything Considered,3,canada,50.0
105517,1558742913,7,Chicken Soup for the Soul (Chicken Soup for the Soul Series  (Cloth)),4,canada,28.0
264355,1558742913,9,Chicken Soup for the Soul (Chicken Soup for the Soul Series  (Cloth)),4,usa,36.0
80810,1558742913,10,Chicken Soup for the Soul (Chicken Soup for the Soul Series  (Cloth)),4,usa,33.0
91130,1558742913,6,Chicken Soup for the Soul (Chicken Soup for the Soul Series  (Cloth)),4,usa,39.0
154992,080075137X,5,Passion and Purity (Rules for Christian Singles!),2,usa,40.0
30261,080075137X,9,Passion and Purity (Rules for Christian Singles!),2,usa,27.0
245410,037387216X,7,Promise Forever,2,usa,28.0
31308,037387216X,9,Promise Forever,2,usa,38.0
125203,1558748040,6,"Chicken Soup for the Teenage Soul Letters - Letters of Life, Love and Learning (Chicken Soup for the Teenage Soul)",3,canada,18.0
85367,1558748040,4,"Chicken Soup for the Teenage Soul Letters - Letters of Life, Love and Learning (Chicken Soup for the Teenage Soul)",3,usa,17.0
242309,1558748040,6,"Chicken Soup for the Teenage Soul Letters - Letters of Life, Love and Learning (Chicken Soup for the Teenage Soul)",3,usa,17.0
31816,1577484495,7,Short Stories for Long Rainy Days: Simple Tales of Life and Love,2,usa,36.0
59763,1577484495,9,Short Stories for Long Rainy Days: Simple Tales of Life and Love,2,usa,43.0
209756,038071681X,7,Ghost Girl: The True Story of a Child in Peril and the Teacher Who Saved Her,2,usa,36.0
266283,038071681X,8,Ghost Girl: The True Story of a Child in Peril and the Teacher Who Saved Her,2,usa,62.0
247429,1577483421,10,Stepping Heavenward: One Woman's Journey to Godliness (Inspirational Library Series),3,usa,39.0
32250,1577483421,8,Stepping Heavenward: One Woman's Journey to Godliness (Inspirational Library Series),3,canada,29.0
184279,1577483421,8,Stepping Heavenward: One Woman's Journey to Godliness (Inspirational Library Series),3,usa,29.0
98741,1580620477,10,Small Miracles II,5,usa,30.0
32516,1580620477,10,Small Miracles II,5,usa,44.0
59209,1580620477,7,Small Miracles II,5,canada,41.0
236840,1580620477,7,Small Miracles II,5,usa,72.0
104098,1580620477,9,Small Miracles II,5,canada,26.0
205943,1570671036,9,Becoming Vegan: The Complete Guide to Adopting a Healthy Plant-Based Diet,2,usa,43.0
33888,1570671036,7,Becoming Vegan: The Complete Guide to Adopting a Healthy Plant-Based Diet,2,unitedkingdom,48.0
33974,1877988235,5,"Don't Go to the Cosmetics Counter Without Me: An Eye-Opening Guide to Brand-Name Cosmetics (Don't Go to the Cosmetic Counter Without Me, 4th ed)",2,usa,24.0
141819,1877988235,9,"Don't Go to the Cosmetics Counter Without Me: An Eye-Opening Guide to Brand-Name Cosmetics (Don't Go to the Cosmetic Counter Without Me, 4th ed)",2,australia,34.0
206567,1556618662,8,"The Shunning (Heritage of Lancaster County/Beverly Lewis, 1)",6,usa,33.0
74286,1556618662,7,"The Shunning (Heritage of Lancaster County/Beverly Lewis, 1)",6,usa,23.0
240403,1556618662,6,"The Shunning (Heritage of Lancaster County/Beverly Lewis, 1)",6,usa,49.0
182847,1556618662,10,"The Shunning (Heritage of Lancaster County/Beverly Lewis, 1)",6,usa,40.0
253119,1556618662,10,"The Shunning (Heritage of Lancaster County/Beverly Lewis, 1)",6,usa,18.0
87964,1556618662,5,"The Shunning (Heritage of Lancaster County/Beverly Lewis, 1)",6,usa,56.0
35857,1579121470,8,Baby on the Car Roof and 222 Other Urban Legends: Absolutely True Stories That Happened to a Friend of a Friend of a Friend,2,usa,36.0
153662,1579121470,7,Baby on the Car Roof and 222 Other Urban Legends: Absolutely True Stories That Happened to a Friend of a Friend of a Friend,2,usa,44.0
98741,089471838X,10,Natural California: A Postcard Book,4,usa,30.0
85656,089471838X,10,Natural California: A Postcard Book,4,usa,41.0
206944,089471838X,10,Natural California: A Postcard Book,4,usa,26.0
190923,089471838X,10,Natural California: A Postcard Book,4,usa,45.0
98741,1565548353,10,Halloween: Romantic Art and Customs Of Yesteryear Postcard Book,5,usa,30.0
78834,1565548353,10,Halloween: Romantic Art and Customs Of Yesteryear Postcard Book,5,usa,28.0
138995,1565548353,10,Halloween: Romantic Art and Customs Of Yesteryear Postcard Book,5,usa,47.0
246247,1565548353,10,Halloween: Romantic Art and Customs Of Yesteryear Postcard Book,5,usa,29.0
224904,1565548353,10,Halloween: Romantic Art and Customs Of Yesteryear Postcard Book,5,usa,27.0
78834,3822860867,10,"Millennium Art (Postcard book, 30 detachable postcards)",5,usa,28.0
85656,3822860867,10,"Millennium Art (Postcard book, 30 detachable postcards)",5,usa,41.0
244736,3822860867,3,"Millennium Art (Postcard book, 30 detachable postcards)",5,usa,23.0
226879,3822860867,10,"Millennium Art (Postcard book, 30 detachable postcards)",5,usa,31.0
203075,3822860867,10,"Millennium Art (Postcard book, 30 detachable postcards)",5,usa,23.0
44611,077109860X,4,The Tin Flute (New Canadian Library),4,usa,20.0
209160,077109860X,6,The Tin Flute (New Canadian Library),4,canada,32.0
163488,077109860X,7,The Tin Flute (New Canadian Library),4,usa,24.0
123597,077109860X,8,The Tin Flute (New Canadian Library),4,canada,44.0
46398,1571741038,8,Conversations With God : An Uncommon Dialogue (Book #3),3,usa,37.0
132663,1571741038,10,Conversations With God : An Uncommon Dialogue (Book #3),3,usa,44.0
203017,1571741038,10,Conversations With God : An Uncommon Dialogue (Book #3),3,usa,32.0
135045,1551669005,9,Parting Gifts,3,usa,29.0
104334,1551669005,9,Parting Gifts,3,usa,65.0
163804,1551669005,9,Parting Gifts,3,usa,43.0
54898,1564586464,10,Eyewitness Travel Guide to France,3,usa,35.0
114178,1564586464,9,Eyewitness Travel Guide to France,3,japan,30.0
64946,1564586464,7,Eyewitness Travel Guide to France,3,usa,34.0
266229,038070921X,9,Henry and the Paper Route (Cleary Reissue),2,usa,24.0
118333,038070921X,9,Henry and the Paper Route (Cleary Reissue),2,southafrica,18.0
137384,2070369595,8,Vendredi Ou Les Limbes Du Pacifique (Folio Series Nuber 959),3,france,32.0
192101,2070369595,8,Vendredi Ou Les Limbes Du Pacifique (Folio Series Nuber 959),3,france,29.0
74172,2070369595,7,Vendredi Ou Les Limbes Du Pacifique (Folio Series Nuber 959),3,france,20.0
81298,1576736466,5,Stories for a Teen's Heart (Stories For the Heart),2,usa,20.0
248477,1576736466,7,Stories for a Teen's Heart (Stories For the Heart),2,usa,17.0
200226,1558743804,5,A 3rd Serving of Chicken Soup for the Soul (Chicken Soup for the Soul),2,canada,39.0
80810,1558743804,7,A 3rd Serving of Chicken Soup for the Soul (Chicken Soup for the Soul),2,usa,33.0
137688,1585675156,6,Calendar Girl,2,usa,46.0
110483,1562924664,6,What My Cat Has Taught Me About Life,2,canada,30.0
141819,1562924664,7,What My Cat Has Taught Me About Life,2,australia,34.0
125798,075531073X,9,The Kindness of Strangers,3,unitedkingdom,25.0
90766,075531073X,5,The Kindness of Strangers,3,burma,38.0
244964,075531073X,8,The Kindness of Strangers,3,switzerland,32.0
159033,1403349622,7,Dance of the Misbegotten,2,usa,46.0
156706,1403349622,9,Dance of the Misbegotten,2,usa,19.0
105517,080411918X,9,A Patchwork Planet,20,canada,28.0
165308,080411918X,5,A Patchwork Planet,20,usa,33.0
209756,080411918X,4,A Patchwork Planet,20,usa,36.0
230522,080411918X,5,A Patchwork Planet,20,usa,52.0
192093,080411918X,8,A Patchwork Planet,20,usa,46.0
177072,080411918X,7,A Patchwork Planet,20,usa,47.0
206567,080411918X,5,A Patchwork Planet,20,usa,33.0
266283,080411918X,8,A Patchwork Planet,20,usa,62.0
134311,080411918X,9,A Patchwork Planet,20,usa,23.0
151098,080411918X,9,A Patchwork Planet,20,usa,38.0
176214,080411918X,6,A Patchwork Planet,20,usa,34.0
141310,055357289X,10,"Shadow Dawn (Chronicles of the Shadow War, Book 2)",5,usa,21.0
